"SysExp","Processeur","RefProcesseur","Mémoire","Disque Dur","Carte Graphique","Réf Carte graphique","Taille Ecran","NomDuProduit","Prix","ImageDuProduit","Fabricant","NomDuFabricant"
"Windows 11","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","16 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2015nk ",2445,"https://www.tunisianet.com.tn/238136-large/pc-portable-hp-pavilion-gaming-15-ec2015nk-ryzen-5-5600h-16-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1145G7, 11è Génération, up to 4.4 Ghz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce GTX 1650 Ti, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo IdeaPad Gaming 3 15IMH05 ",2439,"https://www.tunisianet.com.tn/257882-large/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-8-go-512-go-ssd-bleu-souris-gaming-lenovo-m100-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","AMD Ryzen 7","AMD Ryzen R7-4800H, 2.9 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","1 To","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","PC Portable Lenovo Thinkbook 15 G2 ITL ",2438,"https://www.tunisianet.com.tn/232675-large/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-16-go-mx450-2g.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc portable HP Pavilion 15-eg0004nk ",2429,"https://www.tunisianet.com.tn/244939-large/pc-portable-hp-pavilion-15-eg0004nk-i5-11e-gen-8-go-blanc.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","12 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce GTX 1650 Ti, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo IdeaPad Gaming 3 15IMH05 ",2424,"https://www.tunisianet.com.tn/253754-large/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-12-go-noir-souris-gaming-lenovo-m100-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris X","15.6""","Pc Portable Dell Latitude 5520 ",2419,"https://www.tunisianet.com.tn/209240-large/pc-portable-dell-latitude-5520-i5-11e-gen-8-go-256-go-ssd-antivirus-bitdefender-internet-security-offert.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","12 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2415,"https://www.tunisianet.com.tn/243330-large/pc-portable-dell-vostro-15-3510-i7-11e-gen-12-go-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","8 Go","256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","PC Portable Dell Gaming G15 5510 ",2405,"https://www.tunisianet.com.tn/242939-large/pc-portable-dell-gaming-g15-5510-i5-10e-gen-8-go-gtx-1650-4g-256-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-10750H, ( up to 5 Ghz, 12 Mo de cache )","12 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CE ",2404,"https://www.tunisianet.com.tn/250947-large/pc-portable-asus-expertbook-b1-b1500ce-i5-11e-gen-12-go-512-go-ssd-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","12 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2015nk ",2399,"https://www.tunisianet.com.tn/238132-large/pc-portable-hp-pavilion-gaming-15-ec2015nk-ryzen-5-5600h-12-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","8 Go","1 To","Graphique Intégrée","Intel UHD 620","15.6""","Pc Portable Dell Latitude 5510 ",2399,"https://www.tunisianet.com.tn/209304-large/pc-portable-dell-latitude-5510-i5-10e-gen-8-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","12 Go","1 To","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","PC Portable Lenovo Thinkbook 15 G2 ITL ",2399,"https://www.tunisianet.com.tn/232670-large/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-12-go-mx450-2g.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2398,"https://www.tunisianet.com.tn/238126-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-24-go-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel UHD Graphics","15.6""","Pc Portable Dell Vostro 15 3510 ",2395,"https://www.tunisianet.com.tn/242479-large/pc-portable-dell-vostro-15-3510-i7-11e-gen-8-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2394,"https://www.tunisianet.com.tn/235211-large/pc-portable-dell-vostro-15-3510-i5-11e-gen-16-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i7","Intel Core i7-10750H, ( up to 5 Ghz, 12 Mo de cache )","24 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","14""","Pc portable Asus VivoBook X415EP ",2388,"https://www.tunisianet.com.tn/250907-large/pc-portable-asus-vivobook-x415ep-i5-11e-gen-24-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","24 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Lenovo V15 G2 ITL ",2387,"https://www.tunisianet.com.tn/236477-large/pc-portable-lenovo-v15-g2-itl-i5-11e-gen-24-go-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","AMD Ryzen 7","AMD Ryzen R7-4800H, 2.9 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","8 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce GTX 1650 Ti, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo IdeaPad Gaming 3 15IMH05 ",2379,"https://www.tunisianet.com.tn/253804-large/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-8-go-bleu-souris-gaming-lenovo-m100-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","8 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce GTX 1650 Ti, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo IdeaPad Gaming 3 15IMH05 ",2379,"https://www.tunisianet.com.tn/253747-large/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-8-go-noir-souris-gaming-lenovo-m100-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 11","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","16 Go","1 To + 128 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc portable HP 15-dw3053nk ",2371,"https://www.tunisianet.com.tn/240276-large/pc-portable-hp-15-dw3053nk-i5-11e-gen-16-go-silver-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i7","Intel Core i7-10750H, ( up to 5 Ghz, 12 Mo de cache )","24 Go","1 To","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CEA ",2364,"https://www.tunisianet.com.tn/250890-large/pc-portable-asus-expertbook-b1-b1500cea-i5-11e-gen-24-go-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CE ",2359,"https://www.tunisianet.com.tn/249214-large/pc-portable-asus-expertbook-b1-b1500ce-i5-11e-gen-8-go-512-go-ssd-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2358,"https://www.tunisianet.com.tn/254452-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-24-go-mx330-2g-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2358,"https://www.tunisianet.com.tn/242575-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-24-go-mx330-2g-win-11-silver-antivirus-bitdefender-internet-security-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","8 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2355,"https://www.tunisianet.com.tn/243196-large/pc-portable-dell-vostro-15-3510-i7-11e-gen-8-go-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","8 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2015nk ",2349,"https://www.tunisianet.com.tn/236550-large/pc-portable-hp-pavilion-gaming-15-ec2015nk-ryzen-5-5600h-8-go-gtx-1650-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i7","Intel Core i7-10750H, ( up to 5 Ghz, 12 Mo de cache )","16 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CE ",2348,"https://www.tunisianet.com.tn/250923-large/pc-portable-asus-expertbook-b1-b1500ce-i5-11e-gen-16-go-256-go-ssd-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-10750H, ( up to 5 Ghz, 12 Mo de cache )","8 Go","1 To","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","PC Portable Lenovo Thinkbook 15 G2 ITL ",2339,"https://www.tunisianet.com.tn/232665-large/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-8-go-mx450-2g.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","Pc Portable Dell Latitude 3520 ",2329,"https://www.tunisianet.com.tn/229081-large/pc-portable-dell-latitude-3520-i5-11e-gen-8-go-antivirus-bitdefender-internet-security-.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","32 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable MSI Modern A11MU ",2323,"https://www.tunisianet.com.tn/245580-large/pc-portable-msi-modern-a11mu-i5-11e-gen-32-go-gris.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","12 Go","1 To + 128 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc portable HP 15-dw3053nk ",2321,"https://www.tunisianet.com.tn/240272-large/pc-portable-hp-15-dw3053nk-i5-11e-gen-12-go-silver-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2315,"https://www.tunisianet.com.tn/235203-large/pc-portable-dell-vostro-15-3510-i5-11e-gen-12-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2308,"https://www.tunisianet.com.tn/238121-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-16-go-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe","15.6""","Pc Portable Dell Latitude 3520 ",2299,"https://www.tunisianet.com.tn/217320-large/pc-portable-dell-latitude-3520-i5-11e-gen-8-go-antivirus-bitdefender-internet-security.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Dell Vostro 15 3510 ",2295,"https://www.tunisianet.com.tn/235155-large/pc-portable-dell-vostro-15-3510-i5-11e-gen-8-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","12 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CE ",2294,"https://www.tunisianet.com.tn/250915-large/pc-portable-asus-expertbook-b1-b1500ce-i5-11e-gen-12-go-256-go-ssd-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","20 Go","1 To","Graphique Intégrée","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","Pc Portable Lenovo IdeaPad 3 15ITL6 ",2293,"https://www.tunisianet.com.tn/239484-large/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-20-go-gris.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i5","Intel Core i5-12500H, 3.3 GHz up to 4.5 GHz, 18 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","14""","Pc portable Asus VivoBook X415EP ",2288,"https://www.tunisianet.com.tn/249991-large/pc-portable-asus-vivobook-x415ep-i5-11e-gen-16-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i7","Intel Core i7-12700H, up to 4.7 Ghz, 24 Mo de mémoire cache","8 Go","1 To + 128 Go SSD","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc portable HP 15-dw3053nk ",2275,"https://www.tunisianet.com.tn/237720-large/pc-portable-hp-15-dw3053nk-i5-11e-gen-8-go-silver-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2269,"https://www.tunisianet.com.tn/238116-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-12-go-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2268,"https://www.tunisianet.com.tn/254447-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-16-go-mx330-2g-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i7","Intel Core i7-10750H, ( up to 5 Ghz, 12 Mo de cache )","16 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2268,"https://www.tunisianet.com.tn/242571-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-16-go-mx330-2g-win-11-silver-antivirus-bitdefender-internet-security-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","Intel Core i5-1155G7, 11è Génération, up to 4.5 Ghz, 8 Mo de mémoire cache","16 Go","1 To","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CEA ",2264,"https://www.tunisianet.com.tn/250882-large/pc-portable-asus-expertbook-b1-b1500cea-i5-11e-gen-16-go-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","8 Go","256 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CE ",2249,"https://www.tunisianet.com.tn/249206-large/pc-portable-asus-expertbook-b1-b1500ce-i5-11e-gen-8-go-256-go-ssd-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","20 Go","1 To","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","PC portable Lenovo IdeaPad 3 15IML05 ",2245,"https://www.tunisianet.com.tn/246322-large/pc-portable-lenovo-ideapad-3-15iml05-i7-10e-gen-20-go-mx330-gris.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","20 Go","512 Go SSD","Graphique Intégrée","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Lenovo IdeaPad 3 15ITL6 ",2242,"https://www.tunisianet.com.tn/244129-large/pc-portable-lenovo-ideapad-3-15itl6-i5-11e-gen-20-go-bleu.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","16 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Lenovo V15 G2 ITL ",2237,"https://www.tunisianet.com.tn/236473-large/pc-portable-lenovo-v15-g2-itl-i5-11e-gen-16-go-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","14""","Pc portable Asus VivoBook X415EP ",2234,"https://www.tunisianet.com.tn/250904-large/pc-portable-asus-vivobook-x415ep-i5-11e-gen-12-go-silver.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","24 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","PC Portable HP 15-dw3056nk ",2218,"https://www.tunisianet.com.tn/250599-large/pc-portable-hp-15-dw3056nk-i5-11e-gen-24-go-gris.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-11400H, 11è Génération, up to 4.5 GHz, 12 Mo de mémoire cache","24 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","PC Portable HP 15-dw3057nk ",2218,"https://www.tunisianet.com.tn/250630-large/pc-portable-hp-15-dw3057nk-i5-11e-gen-24-go-noir.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i7","Intel Core i7-12700H, up to 4.7 Ghz, 24 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2214,"https://www.tunisianet.com.tn/242567-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-12-go-mx330-2g-win-11-silver-antivirus-bitdefender-internet-security-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","12 Go","512 Go SSD","Nvidia GeForce","Nvidia Geforce MX330, 2 Go de Mémoire Dédiée","15.6""","Pc portable Asus VivoBook X515EP ",2214,"https://www.tunisianet.com.tn/254442-large/pc-portable-asus-vivobook-x515ep-i5-11e-gen-12-go-mx330-2g-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","AMD Ryzen 7","AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache","12 Go","1 To","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable Asus ExpertBook B1 B1500CEA ",2210,"https://www.tunisianet.com.tn/250874-large/pc-portable-asus-expertbook-b1-b1500cea-i5-11e-gen-12-go-noir.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","24 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","15.6""","PC Portable MSI Modern A11MU ",2198,"https://www.tunisianet.com.tn/245576-large/pc-portable-msi-modern-a11mu-i5-11e-gen-24-go-gris.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i7","Intel Core i7-11800H, 11éme Génération, 2.3 Ghz up to 4.6 Ghz, 24 Mo de mémoire cache","12 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc Portable Lenovo V15 G2 ITL ",2198,"https://www.tunisianet.com.tn/236469-large/pc-portable-lenovo-v15-g2-itl-i5-11e-gen-12-go-mx350-2g.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i7","Intel Core i7-11370H, 3.3 GHz up to 4.8 GHz avec IPU, 12 Mo de mémoire cache","12 Go","1 To","Graphique Intégrée","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","15.6""","Pc Portable Lenovo IdeaPad 3 15ITL6 ",2194,"https://www.tunisianet.com.tn/239481-large/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-12-go-gris.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i7","Intel Core i7-10750H, ( up to 5 Ghz, 12 Mo de cache )","32 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc portable HP 15-dw3009nk ",2194,"https://www.tunisianet.com.tn/192356-large/pc-portable-hp-15-dw3009nk-i5-11e-gen-32-go-gris-antivirus-bitdefender-internet-security.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i7","Intel Core i7-1185G7, up to 4.8 Ghz , 12 Mo de mémoire cache","32 Go","1 To","Nvidia GeForce","Nvidia Geforce MX350, 2 Go de Mémoire Dédiée","15.6""","Pc portable HP 15-dw3010nk ",2194,"https://www.tunisianet.com.tn/192334-large/pc-portable-hp-15-dw3010nk-i5-11e-gen-32-go-noir-antivirus-bitdefender-internet-security.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
